file,original_line,pattern,match,disposition,original_context
hardware.html,787,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"An incorrect fold lowers accuracy without raising an error, so accuracy alone is a weak test. verify_fold() compares the network before and after folding at three levels, in an order that isolates the cause of a failure."
index.html,20,hyphenated expression,HiAER-Spike,Retained for context: punctuation or technical compound alone does not justify a rewrite.,A configurable SNN built for HiAER-Spike
index.html,21,hyphenated expression,user-specificed,Revised: L129,"This project is a Python program that finds the best performing configuration of a user-specificed spiking neural network under the constraints of HiAER-Spike, a neuromorphic platform. The platform limits how a network may be wired, supports only a narrow set of operations, and works in limited precision. These constraints drastically alter how a network is constructed, trained, and evaluated. The program is built for reuse. The network and the hardware limits are both supplied as configuration, so the user can point it at a new architecture, or raise the limits as HiAER-Spike develops, without rewriting the search. The immediate goal is to find parameters that increase accuracy for a specified network while the long-term goal is an analysis of which parameters are worth focusing on and expanding capabilities in."
index.html,21,hyphenated expression,HiAER-Spike,Revised: L129,"This project is a Python program that finds the best performing configuration of a user-specificed spiking neural network under the constraints of HiAER-Spike, a neuromorphic platform. The platform limits how a network may be wired, supports only a narrow set of operations, and works in limited precision. These constraints drastically alter how a network is constructed, trained, and evaluated. The program is built for reuse. The network and the hardware limits are both supplied as configuration, so the user can point it at a new architecture, or raise the limits as HiAER-Spike develops, without rewriting the search. The immediate goal is to find parameters that increase accuracy for a specified network while the long-term goal is an analysis of which parameters are worth focusing on and expanding capabilities in."
index.html,21,hyphenated expression,HiAER-Spike,Revised: L129,"This project is a Python program that finds the best performing configuration of a user-specificed spiking neural network under the constraints of HiAER-Spike, a neuromorphic platform. The platform limits how a network may be wired, supports only a narrow set of operations, and works in limited precision. These constraints drastically alter how a network is constructed, trained, and evaluated. The program is built for reuse. The network and the hardware limits are both supplied as configuration, so the user can point it at a new architecture, or raise the limits as HiAER-Spike develops, without rewriting the search. The immediate goal is to find parameters that increase accuracy for a specified network while the long-term goal is an analysis of which parameters are worth focusing on and expanding capabilities in."
index.html,21,hyphenated expression,long-term,Revised: L129,"This project is a Python program that finds the best performing configuration of a user-specificed spiking neural network under the constraints of HiAER-Spike, a neuromorphic platform. The platform limits how a network may be wired, supports only a narrow set of operations, and works in limited precision. These constraints drastically alter how a network is constructed, trained, and evaluated. The program is built for reuse. The network and the hardware limits are both supplied as configuration, so the user can point it at a new architecture, or raise the limits as HiAER-Spike develops, without rewriting the search. The immediate goal is to find parameters that increase accuracy for a specified network while the long-term goal is an analysis of which parameters are worth focusing on and expanding capabilities in."
index.html,21,list / possible triad,,Revised: L129,"This project is a Python program that finds the best performing configuration of a user-specificed spiking neural network under the constraints of HiAER-Spike, a neuromorphic platform. The platform limits how a network may be wired, supports only a narrow set of operations, and works in limited precision. These constraints drastically alter how a network is constructed, trained, and evaluated. The program is built for reuse. The network and the hardware limits are both supplied as configuration, so the user can point it at a new architecture, or raise the limits as HiAER-Spike develops, without rewriting the search. The immediate goal is to find parameters that increase accuracy for a specified network while the long-term goal is an analysis of which parameters are worth focusing on and expanding capabilities in."
index.html,31,hyphenated expression,HiAER-Spike,Retained for context: punctuation or technical compound alone does not justify a rewrite.,1.1Introduction to HiAER-Spike
index.html,32,semicolon,;,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"HiAER-Spike is a neuromorphic research platform developed at UC San Diego and programmed through a Python interface called hs_api. It executes networks of spiking neurons directly. A neuron on the chip holds a small state, receives events from other neurons, and emits an event of its own when its state crosses a threshold. These events carry information solely through their spikes; a neuron does/doesn't fire."
index.html,32,hyphenated expression,HiAER-Spike,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"HiAER-Spike is a neuromorphic research platform developed at UC San Diego and programmed through a Python interface called hs_api. It executes networks of spiking neurons directly. A neuron on the chip holds a small state, receives events from other neurons, and emits an event of its own when its state crosses a threshold. These events carry information solely through their spikes; a neuron does/doesn't fire."
index.html,32,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"HiAER-Spike is a neuromorphic research platform developed at UC San Diego and programmed through a Python interface called hs_api. It executes networks of spiking neurons directly. A neuron on the chip holds a small state, receives events from other neurons, and emits an event of its own when its state crosses a threshold. These events carry information solely through their spikes; a neuron does/doesn't fire."
index.html,46,hyphenated expression,hardware-executable,Revised: L146,1.2Conversion from a trained model to hardware-executable one
index.html,47,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"A network is trained in PyTorch, where a layer is a compact object and every number is a 32-bit float. The platform has neither of these capabilities. This is the job of a converter, supplied as part of hs_api."
index.html,56,list / possible triad,,Revised: L131,"The platform defines networks in terms of indvidual neurons, int16 values, and messages passing between neuron. There are no broader categories such as fully connected and convolutional layers."
index.html,62,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"Every layer must be expanded into the individual neurons it implies and every connection between them has to be listed explicitly. Additionally, every floating-point number must be mapped onto an int-16."
index.html,70,hyphenated expression,high-precision,Revised: L132,"The converter performs this expansion. However, more relevant to us, our snnsearch/quantgrid.py mirrors its arithmetic exactly, so that a network is trained against the numbers the converter will produce rather than adjusted to them afterwards. This prevents massive losses in accuracy due to conversion and discourages dependence on high-precision weight values for storing information."
index.html,70,list / possible triad,,Revised: L132,"The converter performs this expansion. However, more relevant to us, our snnsearch/quantgrid.py mirrors its arithmetic exactly, so that a network is trained against the numbers the converter will produce rather than adjusted to them afterwards. This prevents massive losses in accuracy due to conversion and discourages dependence on high-precision weight values for storing information."
index.html,79,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The platform holds a table that maps which neuron sends to which other neuron, and with what weight. The converter walks each layer and writes out one neuron for every output position in every channel, then lists that neuron's incoming connections one by one. A single convolution of 32 channels over a 29×29 image with a 7×7 filter becomes 4,608 neurons holding 7.2 million connections between them, from 50,176 trained numbers."
index.html,90,hyphenated expression,fan-in,Retained for context: punctuation or technical compound alone does not justify a rewrite.,fan-in
index.html,91,hyphenated expression,fan-out,Retained for context: punctuation or technical compound alone does not justify a rewrite.,fan-out
index.html,93,list / possible triad,,Revised: L133,"Each of the last three has limit on how large they can be, because each one counts rows in the platform's routing table, and that table is a fixed size. These connection/routing limits directly determine whether or a not a network can be constructed."
index.html,98,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Mapping floating-point onto int16
index.html,99,list / possible triad,,Revised: L134,"The platform's memory holds 16-bit signed integers, so the values that exist on it discretely range from −32767 to +32767. Weights can possess values awkward values such as 0.7, which needs to be represented by one of such integer values. To do this, the converter defines w_alpha and fixes it at 1. The constant dictates that the largest integer (+32767) represents the value 1.0."
index.html,106,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"This brings up the issue of weights beyond 1.0, such as 1.3 which has no integer available to it. The converter replaces it with 1.0. Truncation loses information and must be accounted for. Within the range [-1,1], the spacing between neighboring integers is about 0.00003, so snapping to the nearest available integer has negligible loss of information."
index.html,117,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Once the network is expanded and mapped, the converter feeds the input as spikes for T timesteps, runs a few further timesteps with no input at all, and counts the spikes each output neuron produced. The extra timesteps are there because each layer holds its output back by one step, so the last frame of input needs a moment to reach the far end. Those trailing timesteps are called the flush. The reason behind flushing will be discussed later."
index.html,142,hyphenated expression,fan-in,Retained for context: punctuation or technical compound alone does not justify a rewrite.,neuron fan-in
index.html,146,hyphenated expression,fan-out,Retained for context: punctuation or technical compound alone does not justify a rewrite.,neuron fan-out
index.html,159,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The decay constant of a neuron snaps to the nearest integer, which is extremely detrimental to accuracy. While developing this program, statistical analysis showed that tau had the greatest effect on the accuracy during floating-point training."
index.html,163,hyphenated expression,multiply-adds,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"No bias terms are allowed, as the platform only supports multiply-adds with weights and the routing table stores no bias. There is also no batch normalization, which is a layer that rescales each channel using statistics gathered during training."
index.html,163,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"No bias terms are allowed, as the platform only supports multiply-adds with weights and the routing table stores no bias. There is also no batch normalization, which is a layer that rescales each channel using statistics gathered during training."
index.html,167,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The neuron fires on the state it carried in from the previous timestep, resets, leaks, and integrates. Each layer therefore delays its output by one timestep."
index.html,180,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Most neural networks in use today are artificial neural networks, or ANNs. A unit in an ANN computes a weighted sum of its inputs, applies a nonlinear function, and passes the resulting number forward. Values are continuous, typically 32-bit floating point, and every unit evaluates on every input."
index.html,186,hyphenated expression,HiAER-Spike,Revised: L137,"A convolutional NN applies the same small filter across an image and stacks layers of these filters. The design suits a GPU, which multiplies large dense matrices quickly. HiAER-Spike cannot run it. Its neurons exchange binary events rather than continuous values, and they do work only where an event arrives, so there is no dense matrix for the hardware to multiply."
index.html,186,list / possible triad,,Revised: L137,"A convolutional NN applies the same small filter across an image and stacks layers of these filters. The design suits a GPU, which multiplies large dense matrices quickly. HiAER-Spike cannot run it. Its neurons exchange binary events rather than continuous values, and they do work only where an event arrives, so there is no dense matrix for the hardware to multiply."
index.html,196,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"A spiking neural network, or SNN, replaces the continuous activation with a binary event. Each neuron keeps one number, the membrane potential v, and updates it over a sequence of timesteps."
index.html,206,hyphenated expression,integrate-and-fire,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"This neuron model is called leaky integrate-and-fire, abbreviated LIF, and it is the model HiAER-Spike implements. Its parameters are the leak τ, the threshold θ, and the reset value."
index.html,206,hyphenated expression,HiAER-Spike,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"This neuron model is called leaky integrate-and-fire, abbreviated LIF, and it is the model HiAER-Spike implements. Its parameters are the leak τ, the threshold θ, and the reset value."
index.html,206,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"This neuron model is called leaky integrate-and-fire, abbreviated LIF, and it is the model HiAER-Spike implements. Its parameters are the leak τ, the threshold θ, and the reset value."
index.html,211,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The order of those operations is fixed by the hardware, as listed in section 1.3, and it affects when spikes appear. At each timestep the neuron first compares the potential it carried in from the previous timestep against θ, then resets if it fired, then leaks, and only then adds the current input. Input arriving at timestep t therefore cannot produce an output spike before timestep t+1."
index.html,263,hyphenated expression,event-driven,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"INTERACTIVE Operation count, dense against event-driven The left panel shades every input the ANN processes. The right panel shades only the inputs that spiked, which are the only ones the SNN touches. Below the right panel, the v row is the membrane potential tested at the start of each timestep and the out row is the resulting output spike. Lower the input activity to see the operation gap widen."
index.html,263,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"INTERACTIVE Operation count, dense against event-driven The left panel shades every input the ANN processes. The right panel shades only the inputs that spiked, which are the only ones the SNN touches. Below the right panel, the v row is the membrane potential tested at the start of each timestep and the out row is the resulting output spike. Lower the input activity to see the operation gap widen."
index.html,278,hyphenated expression,multiply-adds,Retained for context: punctuation or technical compound alone does not justify a rewrite.,6 multiply-adds per timestep
index.html,280,em dash,—,Retained for context: punctuation or technical compound alone does not justify a rewrite.,—
index.html,284,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Reading the output row: the neuron holds a weight of 0.45 per input, a threshold of 1.0 and a leak of 4. Each arriving spike raises the membrane bar, and the bar decays between timesteps. A column turns green once the bar entering that timestep stands above the dashed threshold line, which happens one timestep after the input that pushed it there. The marker drawn on the most recent spike shows that offset."
index.html,302,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The dataset is DVS128 Gesture, published by IBM in 2017. It contains recordings of 29 people performing 11 gestures, including hand waves, arm rotations, air drums and air guitar, under three lighting conditions."
index.html,307,list / possible triad,,Revised: L182,"The recordings come from a dynamic vision sensor, an event camera with a 128×128 array. A conventional camera reports every pixel's brightness on a fixed clock. An event camera has no clock. Each pixel reports on its own, only when its own brightness changes, with increases and decreases arriving on separate channels. That last detail is why the data has two channels rather than three."
index.html,328,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"A network for this chip has many free parameters: how many convolution layers, how wide, what kernel size, how the resolution is reduced, how many timesteps, what leak and threshold the neurons use, and how the network is trained. Some combinations exceed the connection limits in section 1.3 and cannot be built. Others fit but lose accuracy when their weights are quantized."
index.html,335,hyphenated expression,floating-point,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The project searches that space automatically. The requirement is a configuration that satisfies the hardware limits and reaches at least 97.5% validation accuracy, measured on the converted network rather than on the floating-point one."
index.html,344,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"A network trained in floating point differs from the network the chip runs in weight precision, threshold precision, leak resolution, neuron update order, and the presence of batch normalization. Each difference changes the output, and none of them appear in a training accuracy figure."
index.html,379,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Architecture, neuron parameters and optimizer settings, sampled conditionally per trial."
index.html,391,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The implementation is a Python package, snnsearch, with one launcher beside it. Modules are layered so the cheap parts stay cheap: the four that describe and check a configuration import no deep learning library at all, so planning and the connection check run on a laptop with nothing installed."
index.html,516,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"check reports which packages, which GPU and which dataset files are present, and what each missing one blocks."
index.html,517,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"summary prints the architecture table, the counts and the feasibility verdict. It imports no deep learning library, so it is the cheapest way to confirm an install works."
index.html,518,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"single trains one configuration, folds it, quantizes it and reports both accuracies with the gap between them."
index.html,560,hyphenated expression,HiAER-Spike,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"The neuron HiAER-Spike implements, built in PyTorch so that training and deployment use the same update rule. Covers the integer leak, the quantized threshold, and how a binary spike is trained through."
index.html,560,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The neuron HiAER-Spike implements, built in PyTorch so that training and deployment use the same update rule. Covers the integer leak, the quantized threshold, and how a binary spike is trained through."
index.html,578,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Event data prepared to fit the axon budget, predictions read from spike counts, and the extra timesteps needed to drain the layer delay. Ends with the schedule that produces the deployed network."
index.html,584,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"How hundreds of configurations get evaluated on a fixed budget. Infeasible ones are rejected by arithmetic, weak ones stop early, and selection uses the converted accuracy."
index.html,590,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Every search run on record, the statistics behind each narrowed range recomputed from the raw trial files, and what reached the deployment stage."
index.html,596,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"A searchable index of every class and function in the file, grouped by the section it belongs to, with the reason each one exists."
neurons.html,20,hyphenated expression,HiAER-Spike,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"HiAER-Spike fixes the order of its update, the integer leak register, the integer threshold, and the resulting one-timestep delay per layer. This page builds a neuron in PyTorch that matches all four, and covers surrogate gradients and binary spike training."
neurons.html,20,hyphenated expression,one-timestep,Retained for context: punctuation or technical compound alone does not justify a rewrite.,"HiAER-Spike fixes the order of its update, the integer leak register, the integer threshold, and the resulting one-timestep delay per layer. This page builds a neuron in PyTorch that matches all four, and covers surrogate gradients and binary spike training."
neurons.html,20,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"HiAER-Spike fixes the order of its update, the integer leak register, the integer threshold, and the resulting one-timestep delay per layer. This page builds a neuron in PyTorch that matches all four, and covers surrogate gradients and binary spike training."
neurons.html,38,semicolon,;,Retained for context: punctuation or technical compound alone does not justify a rewrite.,The leak constant. Each timestep v moves toward rest by v/τ. At τ=2 half the potential remains after one step; at τ=63 about 98.4% remains.
neurons.html,65,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"INTERACTIVE The update rule, running Ported from HardwareLIFNode.single_step_forward. Amber marks input events, the pale trace is the membrane potential, and the top band marks output spikes. The firing rate readout counts spikes over the visible window."
neurons.html,142,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"HardwareLIFNode implements fire, reset, leak, integrate in that order, with undecayed input. build_neuron returns it on every path and raises NotImplementedError for any other neuron type, so no alternative can be selected by accident."
neurons.html,152,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"INTERACTIVE Both neurons, one input train The same input drives the library neuron and the hardware neuron with identical w, τ and θ. Compare the spike positions in each band and the agreement figure below."
neurons.html,173,em dash,—,Retained for context: punctuation or technical compound alone does not justify a rewrite.,—
neurons.html,189,list / possible triad,,Revised: L170,"An earlier study sampled τ as a continuous value between 1.5 and 2.5 and reported a correlation between τ and accuracy. Every value in that interval rounds to 2 on the chip, so all of those configurations deploy as one and the same network. Whatever that correlation measured, the hardware cannot act on it."
neurons.html,198,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"τ has to be sampled from integers, and a learned τ has to be rounded inside the forward pass so that the loss responds to the value that will actually deploy. The useful integers are closely spaced at the low end, where consecutive values behave differently, and sparse at the high end, where they do not."
neurons.html,207,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"HW_TAU_CHOICES = [2, 3, 4, 6, 8, 16, 32, 63] defines the sampled set. The hw_tau property clamps to the register range and rounds, passing the gradient through unchanged so the parameter remains trainable."
neurons.html,258,hyphenated expression,mid-run,Revised: L199,"The constraint has to be built into the parameterization rather than checked afterwards, so that no optimizer step can produce an illegal threshold. One other thing moves the threshold: folding a batch normalization bias into it, covered in section 4.3. That shifted value is allowed to sit outside the legal range mid-run, as long as it lands inside by the end. Deployment checks therefore read the threshold through their own accessor. A clamp applied for numerical safety during training would otherwise hide the illegal value from the one check that exists to catch it."
neurons.html,269,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"The learned value is stored as raw_threshold and read as sigmoid(raw_threshold), which lies in (0, 1) by construction. fake_quantize_threshold then snaps it to the integer grid. Snapping means rounding a continuous value onto the discrete steps the chip allows, here 1/32767, or about 0.0000305. raw_v_threshold() exposes the unclamped value for the deployment report."
neurons.html,393,hyphenated expression,greater-or-equal,Retained for context: punctuation or technical compound alone does not justify a rewrite.,Subtracting W_DELTA before the comparison reproduces the chip's strict inequality using a surrogate that tests for greater-or-equal.
reference.html,20,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"An index of the snnsearch package, grouped by module. Each entry gives the signature, what the code does, and the reason it exists. Links point back to the page that covers the surrounding decision."
reference.html,33,hyphenated expression,one-line,Revised: L180,"Nothing matches that. The index covers names, one-line descriptions and the notes inside each entry, so a broader word usually finds it."
reference.html,33,list / possible triad,,Revised: L180,"Nothing matches that. The index covers names, one-line descriptions and the notes inside each entry, so a broader word usually finds it."
results.html,20,hyphenated expression,HiAER-Spike,Revised: L001,"A 400-trial search picked an architecture, five candidates were retrained long and scored once on data nothing had selected against, and the best reached 83.3% test accuracy against the 68.75% the HiAER-Spike paper reports for its best DVS128 model. This page gives that number, the numbers around it, the bug that voided the previous version of this page, and an explicit list of what the data does not support."
results.html,20,list / possible triad,,Revised: L001,"A 400-trial search picked an architecture, five candidates were retrained long and scored once on data nothing had selected against, and the best reached 83.3% test accuracy against the 68.75% the HiAER-Spike paper reports for its best DVS128 model. This page gives that number, the numbers around it, the bug that voided the previous version of this page, and an explicit list of what the data does not support."
results.html,61,list / possible triad,,Revised: L002,"Three sets exist. Training fits the weights. Validation, 176 clips carved at random out of the training set, chooses the epoch and chooses the winning configuration. Test, 288 clips from six people who appear nowhere in training, is evaluated exactly once at the end."
results.html,81,hyphenated expression,run-to-run,Revised: L005,"An earlier search reported 0.8977 validation accuracy. Replaying that configuration produced 0.7500. Two replays agreed with each other and disagreed with the trial from the first epoch, which rules out ordinary run-to-run variation."
results.html,90,list / possible triad,,Revised: L006,"Each trial sampled an input resolution and a frame count, wrote them to the leaderboard, and then built its dataloaders from the config file instead. Every trial trained at 64×64 with 16 frames regardless of what the sampler chose. The winner's record said 32×32 with 8 frames, and the replay honoured the record, so it trained a smaller and weaker network."
results.html,105,semicolon,;,Revised: L216,Both were recorded and discarded; every trial used one value
results.html,107,semicolon,;,Revised: L219,"Checked at 32×32, trained at 64×64; fan-in 9,216 against a limit of 8,159"
results.html,107,hyphenated expression,fan-in,Revised: L219,"Checked at 32×32, trained at 64×64; fan-in 9,216 against a limit of 8,159"
results.html,119,hyphenated expression,weight-clipping,Revised: L009,"The same failure shape appeared three more times while auditing: a scheduler counter that read an absent field as a value and reported zero pruned trials out of 207, a weight-clipping metric that read the tensor after the clamp and could only ever return zero, and a feasibility table that read a blank column as a rejection and reported 100% for every setting of every knob. A field that is missing is not a field that is false."
results.html,119,list / possible triad,,Revised: L009,"The same failure shape appeared three more times while auditing: a scheduler counter that read an absent field as a value and reported zero pruned trials out of 207, a weight-clipping metric that read the tensor after the clamp and could only ever return zero, and a feasibility table that read a blank column as a rejection and reported 100% for every setting of every knob. A field that is missing is not a field that is false."
results.html,131,hyphenated expression,per-layer,Revised: L010,"400 trials over a per-layer space, ranked on the accuracy of the exported INT16 network rather than the floating-point one, with early stopping at epochs 10, 30 and 60."
results.html,131,hyphenated expression,floating-point,Revised: L010,"400 trials over a per-layer space, ranked on the accuracy of the exported INT16 network rather than the floating-point one, with early stopping at epochs 10, 30 and 60."
results.html,131,list / possible triad,,Revised: L010,"400 trials over a per-layer space, ranked on the accuracy of the exported INT16 network rather than the floating-point one, with early stopping at epochs 10, 30 and 60."
results.html,142,list / possible triad,,Revised: L083,"Ran to 60 epochs, converted, and produced a hardware number."
results.html,155,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"stride-2, 2×2 average pool, or neither"
results.html,161,list / possible triad,,Retained: parallel technical items; three items alone are not a defect.,"Adam or AdamW, 5e-4 to 5e-3 log, four schedules"
results.html,167,hyphenated expression,Per-layer,Revised: L011,"Per-layer geometry mattered immediately. The winning network uses a 3×3 kernel on the first block and 5×5 on the second, with 81 channels then 56. A space that shares one kernel and one channel count across all layers cannot express that, and the previous search could not."
results.html,167,list / possible triad,,Revised: L011,"Per-layer geometry mattered immediately. The winning network uses a 3×3 kernel on the first block and 5×5 on the second, with 81 channels then 56. A space that shares one kernel and one channel count across all layers cannot express that, and the previous search could not."
results.html,176,hyphenated expression,held-out,Revised: L012,The search ranks on 60-epoch validation. Those five were then retrained for 300 epochs at weight decay 1e-3 and evaluated once on the held-out test set. 107 minutes total.
results.html,225,hyphenated expression,held-out,Revised: L013,The search's first choice is still first after 300 epochs on held-out data.
results.html,243,hyphenated expression,fully-connected,Revised: L018,"Every one of the five is two convolution blocks, 3×3 then 5×5, at 48×48 input with 16 frames, no hidden fully-connected layer, and average pooling on the first block. The only structural difference in the whole set is what happens on the second block."
results.html,243,list / possible triad,,Revised: L018,"Every one of the five is two convolution blocks, 3×3 then 5×5, at 48×48 input with 16 frames, no hidden fully-connected layer, and average pooling on the first block. The only structural difference in the whole set is what happens on the second block."
results.html,257,hyphenated expression,second-block,Revised: L021,"Stride-2 skips positions before the convolution ever computes them, which is why the striding networks are so much cheaper. Average pooling computes every position and then combines them, which preserves evidence and costs arithmetic. The four striding networks land within 1.7 points of each other on test regardless of their channel counts, so the second-block choice is doing the work rather than the width."
results.html,257,list / possible triad,,Revised: L021,"Stride-2 skips positions before the convolution ever computes them, which is why the striding networks are so much cheaper. Average pooling computes every position and then combines them, which preserves evidence and costs arithmetic. The four striding networks land within 1.7 points of each other on test regardless of their channel counts, so the second-block choice is doing the work rather than the width."
results.html,273,list / possible triad,,Revised: L024,"The ratio against dense asks a different question: for this particular architecture, how much does spiking sparsity save compared with running the same shape as a conventional network? Rank 1 scores 0.73× there because pooling keeps a large feature map that fires sparsely. The striding networks are small and dense, so spiking saves them nothing and they land above 1×."
results.html,280,semicolon,;,Revised: L025,"The ratio cannot be compared across architectures, because each row is measured against a different denominator. Rank 1's dense equivalent is 69.0M operations; rank 4's is 12.5M."
results.html,289,list / possible triad,,Revised: L027,"Rank 1 at 0.8333 and 50.1M, or rank 3 at 0.8056 and 20.3M, is a real choice and this project has no stated budget to resolve it with. The pareto objective exists in the search for exactly this and has never been run."
results.html,299,hyphenated expression,single-variable,Revised: L028,"One architecture, rank 1, trained three times for 300 epochs with nothing changed but the weight decay. This is the only controlled single-variable experiment in the project."
results.html,333,hyphenated expression,multiply-accumulates,Revised: L030,"80.1M accumulates against a dense network's 69.0M multiply-accumulates is a ratio of 1.16. An accumulate is cheaper than a multiply-accumulate, so this is not fatal, but an operation-count advantage cannot be claimed while performing 16% more operations."
results.html,333,hyphenated expression,multiply-accumulate,Revised: L030,"80.1M accumulates against a dense network's 69.0M multiply-accumulates is a ratio of 1.16. An accumulate is cheaper than a multiply-accumulate, so this is not fatal, but an operation-count advantage cannot be claimed while performing 16% more operations."
results.html,333,hyphenated expression,operation-count,Revised: L030,"80.1M accumulates against a dense network's 69.0M multiply-accumulates is a ratio of 1.16. An accumulate is cheaper than a multiply-accumulate, so this is not fatal, but an operation-count advantage cannot be claimed while performing 16% more operations."
results.html,333,contrast framing,"not fatal, but",Revised: L030,"80.1M accumulates against a dense network's 69.0M multiply-accumulates is a ratio of 1.16. An accumulate is cheaper than a multiply-accumulate, so this is not fatal, but an operation-count advantage cannot be claimed while performing 16% more operations."
results.html,338,list / possible triad,,Revised: L031,"Raising decay to 1e-3 crosses that line to 0.73× and raises test accuracy at the same time. Nothing in the loss asked for fewer spikes. Smaller weights mean smaller input currents, which means membranes cross threshold less often, so the firing rate falls as a side effect."
results.html,348,list / possible triad,,Revised: L033,"At 1e-2 activity keeps falling and training accuracy collapses to 0.80, taking test down to 0.6840, which lands exactly on the published baseline. The optimum is bracketed on both sides rather than assumed."
results.html,355,list / possible triad,,Revised: L034,"Two independent measurements agree here. This controlled sweep says more decay helps, and the observational analysis over 111 scored trials found weight decay correlated with accuracy at ρ = +0.227, q = 0.036. An experiment and a correlation pointing the same way is worth more than either alone."
results.html,373,list / possible triad,,Revised: L037,"Training accuracy saturates around epoch 80 and validation is flat from there to 300. At the best decay, 216 epochs of the run, 72% of it, bought six tenths of a percentage point."
results.html,377,list / possible triad,,Revised: L038,"Stated as a bound rather than a refutation. 300 epochs is roughly three times past memorization, and the effect is normally reported at a hundred times or more. Testing it properly would need 3,000 epochs, no label smoothing, and no quantization fold partway through to interrupt the dynamics."
results.html,388,hyphenated expression,fan-in,Revised: L040,"Replacing the flatten with global average pooling makes the classifier's fan-in equal to the channel count at any resolution, so its rejection rate is 6% against flatten's 22%. It solves the constraint that keeps high resolution out of the space."
results.html,393,list / possible triad,,Revised: L041,"It also loses. All 30 of its trials died at the first checkpoint. Comparing only trials cut at that same checkpoint, so they have had identical training, GAP sat at 0.296 accuracy against flatten's 0.651 and was climbing more slowly, +0.0043 per epoch against +0.0063. Behind and falling further behind is not a slow starter."
results.html,404,list / possible triad,,Revised: L043,"12 scored trials, p = 0.50. With 12 trials nothing smaller than about three clips is detectable. The sampler drew it 44 times out of 318 rather than the expected 160, having seen it marginally behind at the first checkpoint and moved on."
results.html,418,hyphenated expression,firing-rate,Revised: L045,The firing-rate penalty was penalizing the output layer.
results.html,419,hyphenated expression,cross-entropy,Revised: L046,"The probe hooked every spiking layer including the classifier, whose spike counts divided by T are the prediction that cross-entropy scores. So the penalty was instructing the network to stop answering, and the two objectives fought over the same tensor."
results.html,419,list / possible triad,,Revised: L046,"The probe hooked every spiking layer including the classifier, whose spike counts divided by T are the prediction that cross-entropy scores. So the penalty was instructing the network to stop answering, and the two objectives fought over the same tensor."
results.html,434,hyphenated expression,late-training,Revised: L048,"Computed from 111 scored trials and 1,549 late-training epochs, using permutation tests rather than parametric ones because the sample is small and the distribution is not normal."
